Context,Response,cleaned_text,tokens,predicted_sentiment
"I don't know how else to explain it. All I can say is that I feel empty, I feel nothing. How do I stop feeling this way?","A feeling of emptiness can be from a lack of awareness and acknowledgment for the things, the people, the places that you have in your life. The use of affirmation and gratitudes helps to remind ourselves of all of the aspects of our lives.",a feeling of emptiness can be from a lack of awareness and acknowledgment for the things the people the places that you have in your life the use of affirmation and gratitudes helps to remind ourselves of all of the aspects of our lives ,"['feel', 'empti', 'lack', 'awar', 'acknowledg', 'thing', 'peopl', 'place', 'life', 'use', 'affirm', 'gratitud', 'help', 'remind', 'aspect', 'live']",Normal
"I don't know how else to explain it. All I can say is that I feel empty, I feel nothing. How do I stop feeling this way?","Your question is very broad because feeling empty can develop for many different reasons.You're certainly not alone in feeling this way!Try to follow the logic of your feelings by asking yourself questions about the empty feeling.   Doing this may open up a discovery about the reason for the emptiness feeling.When do you feel empty, are there certain situations it happens more often than another, what helps the feeling go away, what or who is helpful in relieving the empty feeling.Sometimes people need a little help to get started in understanding how to recognize their feelings.Consider a therapist, any disciplined practice which encourages self-knowledge, such as some yoga practices, and a creative discipline like photography or music. As long as you concentrate on increasing your self-understanding, eventually you'll find the answer to your question!",your question is very broad because feeling empty can develop for many different reasons you re certainly not alone in feeling this way try to follow the logic of your feelings by asking yourself questions about the empty feeling doing this may open up a discovery about the reason for the emptiness feeling when do you feel empty are there certain situations it happens more often than another what helps the feeling go away what or who is helpful in relieving the empty feeling sometimes people need a little help to get started in understanding how to recognize their feelings consider a therapist any disciplined practice which encourages self knowledge such as some yoga practices and a creative discipline like photography or music as long as you concentrate on increasing your self understanding eventually you ll find the answer to your question ,"['question', 'broad', 'feel', 'empti', 'develop', 'mani', 'differ', 'reason', 'certainli', 'alon', 'feel', 'way', 'tri', 'follow', 'logic', 'feel', 'ask', 'question', 'empti', 'feel', 'may', 'open', 'discoveri', 'reason', 'empti', 'feel', 'feel', 'empti', 'certain', 'situat', 'happen', 'often', 'anoth', 'help', 'feel', 'go', 'away', 'help', 'reliev', 'empti', 'feel', 'sometim', 'peopl', 'need', 'littl', 'help', 'get', 'start', 'understand', 'recogn', 'feel', 'consid', 'therapist', 'disciplin', 'practic', 'encourag', 'self', 'knowledg', 'yoga', 'practic', 'creativ', 'disciplin', 'like', 'photographi', 'music', 'long', 'concentr', 'increas', 'self', 'understand', 'eventu', 'find', 'answer', 'question']",Suicidal
"People who are parental figures in my life have, in the past, hurt me, and some continue to do so. It makes me feel like I'm not good enough for my husband or the life he provides me. I have had jobs, but I am going through a lot of my past garbage and trying to figure out when it all went wrong. Any time I bring these things up, I am expected to be over the issue. These are people that you can't just cut out, but I have never received apologies for so much of my pain. I don't know what to do any more. I don't know who I am anymore.","It sounds like you have been thinking about how past hurts have influenced you, and when you try to talk about these hurts with people in your life, you are feeling invalidated. It also sounds like current conflicts are continuing to leave you feeling hurt and devalued. In working with a therapist, you may be able to get some clarity about your past, who you are, and what kinds of boundaries you want in your relationships, so that you can lead a life that is more satisfying to you.",it sounds like you have been thinking about how past hurts have influenced you and when you try to talk about these hurts with people in your life you are feeling invalidated it also sounds like current conflicts are continuing to leave you feeling hurt and devalued in working with a therapist you may be able to get some clarity about your past who you are and what kinds of boundaries you want in your relationships so that you can lead a life that is more satisfying to you ,"['sound', 'like', 'think', 'past', 'hurt', 'influenc', 'tri', 'talk', 'hurt', 'peopl', 'life', 'feel', 'invalid', 'also', 'sound', 'like', 'current', 'conflict', 'continu', 'leav', 'feel', 'hurt', 'devalu', 'work', 'therapist', 'may', 'abl', 'get', 'clariti', 'past', 'kind', 'boundari', 'want', 'relationship', 'lead', 'life', 'satisfi']",Suicidal
"People who are parental figures in my life have, in the past, hurt me, and some continue to do so. It makes me feel like I'm not good enough for my husband or the life he provides me. I have had jobs, but I am going through a lot of my past garbage and trying to figure out when it all went wrong. Any time I bring these things up, I am expected to be over the issue. These are people that you can't just cut out, but I have never received apologies for so much of my pain. I don't know what to do any more. I don't know who I am anymore.","Hello. Adults who come from abusive home histories (physical, emotional, or even psychological), may take a long time to heal from that abuse. We carry our past with us everywhere we go, and it is up to us to find resolutions to past hurts. This is often easier said than done, but it is possible. From the perspective of those with whom you have shared your concerns, it might be assumed that based on where you are in life and who you are now, that you have already worked through any issues from your younger years. Some of our deepest scars in life are indeed invisible and suppressed. We have to get to the place where we can take care of the inner child that is still hurting, by recognizing that those who hurt us - however they did, might have had their own challenges which prevented them from functioning and behaving in ways we might have deeply needed. Those who have directly hurt you, may not be capable of acknowledging and understanding how you were affected by their actions - even in the worst of cases. They themselves may be doing what they can, either out of shame or heartbreak for their own actions, to work on forgetting how they behaved toward you all those years before. How are they behaving toward you now? Can you find it in your heart to forgive those who have hurt you? Forgiveness is the gift we give ourselves, and isn't dependent on an apology from an offender. By forgiving (even in the absence of any apology), we are releasing the weight of the burden we are carrying that reflects the offense we feel was committed against us. Sometimes therapy can be helpful in this process. Talking with someone who can be non-judgmental and reflects an empathetic position toward you might be what you need right now. Seeking out a therapist to help you work through these negatives feelings and thoughts is much easier, than trying to go it alone. I would encourage you to reach out and find someone who resonates with you on that journey, so that you can begin a path toward healing.Warm regards,Shawn Berthel, M.S., LMHC",hello adults who come from abusive home histories physical emotional or even psychological may take a long time to heal from that abuse we carry our past with us everywhere we go and it is up to us to find resolutions to past hurts this is often easier said than done but it is possible from the perspective of those with whom you have shared your concerns it might be assumed that based on where you are in life and who you are now that you have already worked through any issues from your younger years some of our deepest scars in life are indeed invisible and suppressed we have to get to the place where we can take care of the inner child that is still hurting by recognizing that those who hurt us however they did might have had their own challenges which prevented them from functioning and behaving in ways we might have deeply needed those who have directly hurt you may not be capable of acknowledging and understanding how you were affected by their actions even in the worst of cases they themselves may be doing what they can either out of shame or heartbreak for their own actions to work on forgetting how they behaved toward you all those years before how are they behaving toward you now can you find it in your heart to forgive those who have hurt you forgiveness is the gift we give ourselves and isn t dependent on an apology from an offender by forgiving even in the absence of any apology we are releasing the weight of the burden we are carrying that reflects the offense we feel was committed against us sometimes therapy can be helpful in this process talking with someone who can be non judgmental and reflects an empathetic position toward you might be what you need right now seeking out a therapist to help you work through these negatives feelings and thoughts is much easier than trying to go it alone i would encourage you to reach out and find someone who resonates with you on that journey so that you can begin a path toward healing warm regards shawn berthel m s lmhc,"['hello', 'adult', 'come', 'abus', 'home', 'histori', 'physic', 'emot', 'even', 'psycholog', 'may', 'take', 'long', 'time', 'heal', 'abus', 'carri', 'past', 'us', 'everywher', 'go', 'us', 'find', 'resolut', 'past', 'hurt', 'often', 'easier', 'said', 'done', 'possibl', 'perspect', 'share', 'concern', 'might', 'assum', 'base', 'life', 'alreadi', 'work', 'issu', 'younger', 'year', 'deepest', 'scar', 'life', 'inde', 'invis', 'suppress', 'get', 'place', 'take', 'care', 'inner', 'child', 'still', 'hurt', 'recogn', 'hurt', 'us', 'howev', 'might', 'challeng', 'prevent', 'function', 'behav', 'way', 'might', 'deepli', 'need', 'directli', 'hurt', 'may', 'capabl', 'acknowledg', 'understand', 'affect', 'action', 'even', 'worst', 'case', 'may', 'either', 'shame', 'heartbreak', 'action', 'work', 'forget', 'behav', 'toward', 'year', 'behav', 'toward', 'find', 'heart', 'forgiv', 'hurt', 'forgiv', 'gift', 'give', 'depend', 'apolog', 'offend', 'forgiv', 'even', 'absenc', 'apolog', 'releas', 'weight', 'burden', 'carri', 'reflect', 'offens', 'feel', 'commit', 'us', 'sometim', 'therapi', 'help', 'process', 'talk', 'someon', 'non', 'judgment', 'reflect', 'empathet', 'posit', 'toward', 'might', 'need', 'right', 'seek', 'therapist', 'help', 'work', 'neg', 'feel', 'thought', 'much', 'easier', 'tri', 'go', 'alon', 'would', 'encourag', 'reach', 'find', 'someon', 'reson', 'journey', 'begin', 'path', 'toward', 'heal', 'warm', 'regard', 'shawn', 'berthel', 'lmhc']",Suicidal
I am going through a very hard time and I'm so depressed. My parents are getting a divorce and a lot of bad things are happening. I want to lull myself.,"It sounds like a tough time and it's normal to feel down when your family is going through a divorce or other hardship. There's a difference between feelings like sadness, discouragement, grief, loneliness and depression, though. Sadness is sadness and sometimes we have to go through a grieving or other process, that is a normal reaction to events in our lives. Depression, on the other hand, is more about being stuck. Lulling yourself with self-care sounds like a healthy response and a way to give yourself support. So as to the uncomfortable but healthy part of your feelings, do the best you can to put names to it and share with a trusted other person. You will find comfort. The part of your situation that's depression -- feeling stuck, not able to get out of bad, concentrate, changes in sleeping and eating, loss of enjoyment in living, poor hygiene, feelings of hopelessness, that's different. First step, identify your own symptoms of depression. If you have any thoughts of hurting yourself, tell someone. If you're not sure, you can try 800-lifenet or other support line to get feedback. First aid for depression includes: daily care and feeding, good sleeping and eating, lots of exercise--even when you don't feel like it-- healthy socializing, and focusing on talking to yourself in a positive way. If you aren't able to move yourself out of your depression,  work with a professional to make short-term goals and get some support. You may also talk to your doctor or psychiatrist about trying an anti-depressant to give you a little lift while you go through a rough patch.Best wishes,Karen",it sounds like a tough time and it s normal to feel down when your family is going through a divorce or other hardship there s a difference between feelings like sadness discouragement grief loneliness and depression though sadness is sadness and sometimes we have to go through a grieving or other process that is a normal reaction to events in our lives depression on the other hand is more about being stuck lulling yourself with self care sounds like a healthy response and a way to give yourself support so as to the uncomfortable but healthy part of your feelings do the best you can to put names to it and share with a trusted other person you will find comfort the part of your situation that s depression feeling stuck not able to get out of bad concentrate changes in sleeping and eating loss of enjoyment in living poor hygiene feelings of hopelessness that s different first step identify your own symptoms of depression if you have any thoughts of hurting yourself tell someone if you re not sure you can try 800 lifenet or other support line to get feedback first aid for depression includes daily care and feeding good sleeping and eating lots of exercise even when you don t feel like it healthy socializing and focusing on talking to yourself in a positive way if you aren t able to move yourself out of your depression work with a professional to make short term goals and get some support you may also talk to your doctor or psychiatrist about trying an anti depressant to give you a little lift while you go through a rough patch best wishes karen,"['sound', 'like', 'tough', 'time', 'normal', 'feel', 'famili', 'go', 'divorc', 'hardship', 'differ', 'feel', 'like', 'sad', 'discourag', 'grief', 'loneli', 'depress', 'though', 'sad', 'sad', 'sometim', 'go', 'griev', 'process', 'normal', 'reaction', 'event', 'live', 'depress', 'hand', 'stuck', 'lull', 'self', 'care', 'sound', 'like', 'healthi', 'respons', 'way', 'give', 'support', 'uncomfort', 'healthi', 'part', 'feel', 'best', 'put', 'name', 'share', 'trust', 'person', 'find', 'comfort', 'part', 'situat', 'depress', 'feel', 'stuck', 'abl', 'get', 'bad', 'concentr', 'chang', 'sleep', 'eat', 'loss', 'enjoy', 'live', 'poor', 'hygien', 'feel', 'hopeless', 'differ', 'first', 'step', 'identifi', 'symptom', 'depress', 'thought', 'hurt', 'tell', 'someon', 'sure', 'tri', '800', 'lifenet', 'support', 'line', 'get', 'feedback', 'first', 'aid', 'depress', 'includ', 'daili', 'care', 'feed', 'good', 'sleep', 'eat', 'lot', 'exercis', 'even', 'feel', 'like', 'healthi', 'social', 'focus', 'talk', 'posit', 'way', 'abl', 'move', 'depress', 'work', 'profession', 'make', 'short', 'term', 'goal', 'get', 'support', 'may', 'also', 'talk', 'doctor', 'psychiatrist', 'tri', 'anti', 'depress', 'give', 'littl', 'lift', 'go', 'rough', 'patch', 'best', 'wish', 'karen']",Suicidal
I am going through a very hard time and I'm so depressed. My parents are getting a divorce and a lot of bad things are happening. I want to lull myself.,"Consider yourself quite normal for feeling overwhelmed and depressed about your parents divorce.   This is the most natural way to feel at this time.Depending on how old you are, and whether you live under their roof,  are dependent on their support, and are either part of the decision or not, of with whom and where you will live, start considering these points.How did you find out about the upcoming divorce?Are either of your parents reluctant to answer your questions or is it clear that neither of them want to talk about anything with you?Whatever your fears and questions about your own future, these are all real.  It is necessary for you to know about your basic future.If you are living on your own and the main problem is your inner adjustment that your family structure is completely changing, then probably a good therapist would be a great help to you now, to clarify these tensions.Sending lots of good wishes for an easy resolution to your new path!",consider yourself quite normal for feeling overwhelmed and depressed about your parents divorce this is the most natural way to feel at this time depending on how old you are and whether you live under their roof are dependent on their support and are either part of the decision or not of with whom and where you will live start considering these points how did you find out about the upcoming divorce are either of your parents reluctant to answer your questions or is it clear that neither of them want to talk about anything with you whatever your fears and questions about your own future these are all real it is necessary for you to know about your basic future if you are living on your own and the main problem is your inner adjustment that your family structure is completely changing then probably a good therapist would be a great help to you now to clarify these tensions sending lots of good wishes for an easy resolution to your new path ,"['consid', 'quit', 'normal', 'feel', 'overwhelm', 'depress', 'parent', 'divorc', 'natur', 'way', 'feel', 'time', 'depend', 'old', 'whether', 'live', 'roof', 'depend', 'support', 'either', 'part', 'decis', 'live', 'start', 'consid', 'point', 'find', 'upcom', 'divorc', 'either', 'parent', 'reluct', 'answer', 'question', 'clear', 'neither', 'want', 'talk', 'anyth', 'whatev', 'fear', 'question', 'futur', 'real', 'necessari', 'know', 'basic', 'futur', 'live', 'main', 'problem', 'inner', 'adjust', 'famili', 'structur', 'complet', 'chang', 'probabl', 'good', 'therapist', 'would', 'great', 'help', 'clarifi', 'tension', 'send', 'lot', 'good', 'wish', 'easi', 'resolut', 'new', 'path']",Suicidal
"My depression has been reoccurring for a long time. It all started when I was being bullied in high school. In ninth grade, my principal told me I needed to stay home for a couple days to protect myself while she spoke to my classmates. I needed professional help for my stress because I was having crying spells from the stress of going to school and confronting my classmates. After that, I was fine for a couple of years. I entered my first year of college in a really tough program with high demands of expected work. I believe my depression re-booted from there with the stress. I began to cut myself because a friend of mine at the time told me how she used to do the same and it used to feel good for her. Obviously, that wasn't the right choice. I regret ever doing that, seeing as even though I'm not self-harming anymore, I always look back at that time whenever I feel very stressed. I have a big problem with handling problems in life. Whenever a problem arises, I get stressed and I feel hopeless, as if it's not going to get better. I get way too stressed from my problems, which leads to overreacting a lot (especially when talking to others), which then leads to depression. I have a hard time coping with stress because I know that if I could handle it easily then I wouldn't be sad all the time, and I would say and do the right thing instead of overreacting to my loved ones.","I couldn't help but notice that you did not specify your age, so I am unable to set the total chronological order and length that you have suffered in this way, but I want to start by commending you on seeking out additional coping techniques on your own.  Unfortunately, it sounds like you were offered some that were more dangerous than helpful, but be proud that you were able to curb those before they caused too much harm. From what you have written, stress has always been a difficult thing for you to manage.  Often, when I am working with those who offer the same concern, there is a degree of people pleasing that comes with that stress.  When we are trying to make others happy, especially when we are unable to distinguish the proper ""rules for success"", it can make even the simplest of tasks overwhelming. Stress management is just that, management; of our own anxieties about the needs of others, about our skills and the ability to complete a task and having multiple requests at any given time. Each of these aspects requires a separate sets of ""tools"" to manage them accordingly. For example, assertiveness communication training could aid in communicating with your colleagues to manage their expectations of your deadlines and abilities, but it will not assist you with managing your own anxieties. Try to separate the different areas of the problem, in order to help yourself to find a solution and work on them in their own time. Perhaps keeping a journal will help you to better understand why you are so easily overwhelmed by stress and help you track some of your less-helpful responses to stress. For example, does a certain person's style of communication always make you feel undervalued and therefore push you to finish their requests first? Is there a certain time of the day where you start to fall off in productivity?  Is that the time fo the day where you also tend to pile up your requirements?Try to ask yourself some of these harder questions and see where they lead you.",i couldn t help but notice that you did not specify your age so i am unable to set the total chronological order and length that you have suffered in this way but i want to start by commending you on seeking out additional coping techniques on your own unfortunately it sounds like you were offered some that were more dangerous than helpful but be proud that you were able to curb those before they caused too much harm from what you have written stress has always been a difficult thing for you to manage often when i am working with those who offer the same concern there is a degree of people pleasing that comes with that stress when we are trying to make others happy especially when we are unable to distinguish the proper rules for success it can make even the simplest of tasks overwhelming stress management is just that management of our own anxieties about the needs of others about our skills and the ability to complete a task and having multiple requests at any given time each of these aspects requires a separate sets of tools to manage them accordingly for example assertiveness communication training could aid in communicating with your colleagues to manage their expectations of your deadlines and abilities but it will not assist you with managing your own anxieties try to separate the different areas of the problem in order to help yourself to find a solution and work on them in their own time perhaps keeping a journal will help you to better understand why you are so easily overwhelmed by stress and help you track some of your less helpful responses to stress for example does a certain person s style of communication always make you feel undervalued and therefore push you to finish their requests first is there a certain time of the day where you start to fall off in productivity is that the time fo the day where you also tend to pile up your requirements try to ask yourself some of these harder questions and see where they lead you ,"['help', 'notic', 'specifi', 'age', 'unabl', 'set', 'total', 'chronolog', 'order', 'length', 'suffer', 'way', 'want', 'start', 'commend', 'seek', 'addit', 'cope', 'techniqu', 'unfortun', 'sound', 'like', 'offer', 'danger', 'help', 'proud', 'abl', 'curb', 'caus', 'much', 'harm', 'written', 'stress', 'alway', 'difficult', 'thing', 'manag', 'often', 'work', 'offer', 'concern', 'degre', 'peopl', 'pleas', 'come', 'stress', 'tri', 'make', 'other', 'happi', 'especi', 'unabl', 'distinguish', 'proper', 'rule', 'success', 'make', 'even', 'simplest', 'task', 'overwhelm', 'stress', 'manag', 'manag', 'anxieti', 'need', 'other', 'skill', 'abil', 'complet', 'task', 'multipl', 'request', 'given', 'time', 'aspect', 'requir', 'separ', 'set', 'tool', 'manag', 'accordingli', 'exampl', 'assert', 'commun', 'train', 'could', 'aid', 'commun', 'colleagu', 'manag', 'expect', 'deadlin', 'abil', 'assist', 'manag', 'anxieti', 'tri', 'separ', 'differ', 'area', 'problem', 'order', 'help', 'find', 'solut', 'work', 'time', 'perhap', 'keep', 'journal', 'help', 'better', 'understand', 'easili', 'overwhelm', 'stress', 'help', 'track', 'less', 'help', 'respons', 'stress', 'exampl', 'certain', 'person', 'style', 'commun', 'alway', 'make', 'feel', 'undervalu', 'therefor', 'push', 'finish', 'request', 'first', 'certain', 'time', 'day', 'start', 'fall', 'product', 'time', 'fo', 'day', 'also', 'tend', 'pile', 'requir', 'tri', 'ask', 'harder', 'question', 'see', 'lead']",Suicidal
"I've been depressed for quite a while. I've been trying to work through it, and my boyfriend has been my rock. He is honestly the only person I trust enough to talk to about anything, but he decided to break up with me because of my depression. I cannot afford to see a therapist or anything, so he saw no hope in staying with me. My insurance has a $5000 deductible, so I’m screwed. I've had everything from suicidal thoughts to trying to quit my job. I have no one. My family doesn't care about me; they kicked me out when I turned 18 a few years ago. I had friends, but they have all moved on with their lives and have no time for me. My ex-boyfriend is trying to help but is making things worse because every time I see or hear him, I break down into tears. I found out that I will never be promoted now because of my depression.","It sounds like you have been struggling with this for quite some time, using many of the same coping techniques that feel tried and true to no avail. Often, we fall back on coping techniques that would be helpful in other problems (stress, social anxieties, etc.) for our depression, but the truth is that depression requires it's own little tool kit. Depression is all-encompassing, and, based on what you've written, the symptoms are already affecting work and your personal life in myriad ways.  The best route forward would be to seek out counselling, admittedly, but if your insurance deductible is too high, that can be very expensive. I would recommend contacting your Employee Assistance Program (EAP) if offered by your employer. If not, you can look into community centres for counselling options, check if your doctor will give you a referral or your local religious organization. If, however, you are motivated to get your depression under control, there are some great workbooks out there that you can use on your own or with your therapist (as long as your therapist is trained in Cognitive Behavioural Therapy, or CBT), such as ""Mind Over Mood"".",it sounds like you have been struggling with this for quite some time using many of the same coping techniques that feel tried and true to no avail often we fall back on coping techniques that would be helpful in other problems stress social anxieties etc for our depression but the truth is that depression requires it s own little tool kit depression is all encompassing and based on what you ve written the symptoms are already affecting work and your personal life in myriad ways the best route forward would be to seek out counselling admittedly but if your insurance deductible is too high that can be very expensive i would recommend contacting your employee assistance program eap if offered by your employer if not you can look into community centres for counselling options check if your doctor will give you a referral or your local religious organization if however you are motivated to get your depression under control there are some great workbooks out there that you can use on your own or with your therapist as long as your therapist is trained in cognitive behavioural therapy or cbt such as mind over mood ,"['sound', 'like', 'struggl', 'quit', 'time', 'use', 'mani', 'cope', 'techniqu', 'feel', 'tri', 'true', 'avail', 'often', 'fall', 'back', 'cope', 'techniqu', 'would', 'help', 'problem', 'stress', 'social', 'anxieti', 'etc', 'depress', 'truth', 'depress', 'requir', 'littl', 'tool', 'kit', 'depress', 'encompass', 'base', 'written', 'symptom', 'alreadi', 'affect', 'work', 'person', 'life', 'myriad', 'way', 'best', 'rout', 'forward', 'would', 'seek', 'counsel', 'admittedli', 'insur', 'deduct', 'high', 'expens', 'would', 'recommend', 'contact', 'employe', 'assist', 'program', 'eap', 'offer', 'employ', 'look', 'commun', 'centr', 'counsel', 'option', 'check', 'doctor', 'give', 'referr', 'local', 'religi', 'organ', 'howev', 'motiv', 'get', 'depress', 'control', 'great', 'workbook', 'use', 'therapist', 'long', 'therapist', 'train', 'cognit', 'behaviour', 'therapi', 'cbt', 'mind', 'mood']",Suicidal
"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.","Hello, and thank you for your question. This is a very serious time. I don't mean to frighten you, but you are right to be concerned. The time right after people leave the hospital after receiving psychiatric services is a time of high risk for suicide. It is very important, after hospitalization, to get follow-up care with a professional as soon as possible. If your husband has an established therapist, this is the time to call. It is also a good time to alert your support system of friends, family, clergy or others to let them know he is still struggling. This is good support for him AND you.It is important to think about means and opportunity to make another attempt. Means really do matter.  So, if you have a firearm in the home, it is really important to remove it. You can't remove all things that a person may hurt themselves with, but some things are more lethal than others. Firearms are very lethal. I am not sure what means he used last time, but try to reduce the opportunity for him to access it again. This is where your support system can help out. People can take turns hanging out with him until you are sure the crisis is over.If you believe that an attempt is going to occur, talk to your husband about going back to the hospital. If he refuses, you will want to find out what your options are to have him go even if he doesn't want to. I know the thought of that really hurts, but it can save his life. Calling 9-1-1 is always a good option if you are not sure. Usually a suicide crisis, meaning they want to harm themselves right now, lasts a few minutes, hours or days. Sometimes when you get them through the crisis stage, they no longer want to commit suicide. But, as you are indicating, that feeling of wanting to commit suicide can come back again. So, it is always good to have a plan. If you want more information, call the National Suicide Prevention Lifeline. They will always answer: 1-800-273-8255. They can help you create a specific safety plan. I do hope things work out alright. Be well. Robin J. Landwehr, DBH, LPCC, NCC",hello and thank you for your question this is a very serious time i don t mean to frighten you but you are right to be concerned the time right after people leave the hospital after receiving psychiatric services is a time of high risk for suicide it is very important after hospitalization to get follow up care with a professional as soon as possible if your husband has an established therapist this is the time to call it is also a good time to alert your support system of friends family clergy or others to let them know he is still struggling this is good support for him and you it is important to think about means and opportunity to make another attempt means really do matter so if you have a firearm in the home it is really important to remove it you can t remove all things that a person may hurt themselves with but some things are more lethal than others firearms are very lethal i am not sure what means he used last time but try to reduce the opportunity for him to access it again this is where your support system can help out people can take turns hanging out with him until you are sure the crisis is over if you believe that an attempt is going to occur talk to your husband about going back to the hospital if he refuses you will want to find out what your options are to have him go even if he doesn t want to i know the thought of that really hurts but it can save his life calling 9 1 1 is always a good option if you are not sure usually a suicide crisis meaning they want to harm themselves right now lasts a few minutes hours or days sometimes when you get them through the crisis stage they no longer want to commit suicide but as you are indicating that feeling of wanting to commit suicide can come back again so it is always good to have a plan if you want more information call the national suicide prevention lifeline they will always answer 1 800 273 8255 they can help you create a specific safety plan i do hope things work out alright be well robin j landwehr dbh lpcc ncc,"['hello', 'thank', 'question', 'seriou', 'time', 'mean', 'frighten', 'right', 'concern', 'time', 'right', 'peopl', 'leav', 'hospit', 'receiv', 'psychiatr', 'servic', 'time', 'high', 'risk', 'suicid', 'import', 'hospit', 'get', 'follow', 'care', 'profession', 'soon', 'possibl', 'husband', 'establish', 'therapist', 'time', 'call', 'also', 'good', 'time', 'alert', 'support', 'system', 'friend', 'famili', 'clergi', 'other', 'let', 'know', 'still', 'struggl', 'good', 'support', 'import', 'think', 'mean', 'opportun', 'make', 'anoth', 'attempt', 'mean', 'realli', 'matter', 'firearm', 'home', 'realli', 'import', 'remov', 'remov', 'thing', 'person', 'may', 'hurt', 'thing', 'lethal', 'other', 'firearm', 'lethal', 'sure', 'mean', 'use', 'last', 'time', 'tri', 'reduc', 'opportun', 'access', 'support', 'system', 'help', 'peopl', 'take', 'turn', 'hang', 'sure', 'crisi', 'believ', 'attempt', 'go', 'occur', 'talk', 'husband', 'go', 'back', 'hospit', 'refus', 'want', 'find', 'option', 'go', 'even', 'want', 'know', 'thought', 'realli', 'hurt', 'save', 'life', 'call', '9', '1', '1', 'alway', 'good', 'option', 'sure', 'usual', 'suicid', 'crisi', 'mean', 'want', 'harm', 'right', 'last', 'minut', 'hour', 'day', 'sometim', 'get', 'crisi', 'stage', 'longer', 'want', 'commit', 'suicid', 'indic', 'feel', 'want', 'commit', 'suicid', 'come', 'back', 'alway', 'good', 'plan', 'want', 'inform', 'call', 'nation', 'suicid', 'prevent', 'lifelin', 'alway', 'answer', '1', '800', '273', '8255', 'help', 'creat', 'specif', 'safeti', 'plan', 'hope', 'thing', 'work', 'alright', 'well', 'robin', 'j', 'landwehr', 'dbh', 'lpcc', 'ncc']",Suicidal
"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.","This is actually more common then we often realize, and actually understandable, as he has gone through a trauma, an unresolved existential crisis.  He was taken care of by others and now is again left alone with his own internal, and rather horrific inner struggle.In my work with CCT, or Contextual Conceptual Therapy, (see www.suicidetherapy.com) I have learned how trapped suicidal people are in their own isolation, also called a ""mysterious isolation,"" a form of self protection which cuts the off from their Self, or spirit.  And unless they address this message from their soul, accompany a guide on a journey to discover their own missing information, that is to recognize how their own uncomforted emotional pain has resulted in a coping stategy which has effectively cut themselves off from their own beauty, their Self, and their ability to receive love from themselves and others. Their attempt to kill themselves is a cry from their soul or spirit that they cannot live the life they are living any longer.  They take this literally and try to end their life, when in fact what their soul or spirit is saying is they need to begin to live the life they came here to live.",this is actually more common then we often realize and actually understandable as he has gone through a trauma an unresolved existential crisis he was taken care of by others and now is again left alone with his own internal and rather horrific inner struggle in my work with cct or contextual conceptual therapy see i have learned how trapped suicidal people are in their own isolation also called a mysterious isolation a form of self protection which cuts the off from their self or spirit and unless they address this message from their soul accompany a guide on a journey to discover their own missing information that is to recognize how their own uncomforted emotional pain has resulted in a coping stategy which has effectively cut themselves off from their own beauty their self and their ability to receive love from themselves and others their attempt to kill themselves is a cry from their soul or spirit that they cannot live the life they are living any longer they take this literally and try to end their life when in fact what their soul or spirit is saying is they need to begin to live the life they came here to live ,"['actual', 'common', 'often', 'realiz', 'actual', 'understand', 'gone', 'trauma', 'unresolv', 'existenti', 'crisi', 'taken', 'care', 'other', 'left', 'alon', 'intern', 'rather', 'horrif', 'inner', 'struggl', 'work', 'cct', 'contextu', 'conceptu', 'therapi', 'see', 'learn', 'trap', 'suicid', 'peopl', 'isol', 'also', 'call', 'mysteri', 'isol', 'form', 'self', 'protect', 'cut', 'self', 'spirit', 'unless', 'address', 'messag', 'soul', 'accompani', 'guid', 'journey', 'discov', 'miss', 'inform', 'recogn', 'uncomfort', 'emot', 'pain', 'result', 'cope', 'stategi', 'effect', 'cut', 'beauti', 'self', 'abil', 'receiv', 'love', 'other', 'attempt', 'kill', 'cri', 'soul', 'spirit', 'live', 'life', 'live', 'longer', 'take', 'liter', 'tri', 'end', 'life', 'fact', 'soul', 'spirit', 'say', 'need', 'begin', 'live', 'life', 'came', 'live']",Suicidal
